videoID,channelTitle,channelDate,channelViewCount,channelSubscriberCount,channelVideoCount,channelCountry,channelID,commentDate,commentLikeCount,videoGenre,hasDescription,channelDescription,defaultProfilePic,isDuplicateComment,label,comment_hour,comment_dayofweek,time_of_day,account_age_days,account_age_bin,has_likes,likes_bin,subscriber_bin,video_count_bin,is_duplicate,has_country,has_description,has_default_pic,profile_complete_score,profile_complete_bin,comments_per_video,comments_per_video_bin,genre_group,pros_anomaly_score,num_features_used,account_age_bin_score,subscriber_bin_score,profile_complete_bin_score,time_of_day_score,is_duplicate_score,comments_per_video_bin_score,iso_forest_score,iso_forest_anomaly,pros_anomaly_binary,pros_pred
VID_6_0,Channel_6,2020-01-02 00:00:00+00:00,3266,698,2,US,CH_0006,2021-11-03 00:00:00+00:00,2,Howto & Style,True,Some description,False,0,0,0,2,Night (0-6),671.0,>1y,1,2-5,101-1k,1-10,0,1,1,0,3,High,1,1,Howto & Style,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_6_1,Channel_6,2020-01-02 00:00:00+00:00,3266,698,2,US,CH_0006,2020-07-03 00:00:00+00:00,2,Howto & Style,True,Some description,False,0,0,0,4,Night (0-6),183.0,3m-1y,1,2-5,101-1k,1-10,0,1,1,0,3,High,1,1,Howto & Style,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_6_2,Channel_6,2020-01-02 00:00:00+00:00,3266,698,2,US,CH_0006,2022-06-03 00:00:00+00:00,4,Howto & Style,True,Some description,False,0,0,0,4,Night (0-6),883.0,>1y,1,2-5,101-1k,1-10,0,1,1,0,3,High,1,1,Howto & Style,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_6_3,Channel_6,2020-01-02 00:00:00+00:00,3266,698,2,US,CH_0006,2020-07-06 00:00:00+00:00,1,Howto & Style,True,Some description,False,0,0,0,0,Night (0-6),186.0,3m-1y,1,1,101-1k,1-10,0,1,1,0,3,High,1,1,Howto & Style,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_6_4,Channel_6,2020-01-02 00:00:00+00:00,3266,698,2,US,CH_0006,2021-10-22 00:00:00+00:00,1,Howto & Style,True,Some description,False,0,0,0,4,Night (0-6),659.0,>1y,1,1,101-1k,1-10,0,1,1,0,3,High,1,1,Howto & Style,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_7_0,Channel_7,2020-12-11 00:00:00+00:00,10361,717,12,AU,CH_0007,2022-09-12 00:00:00+00:00,2,Education,False,,False,0,0,0,0,Night (0-6),640.0,>1y,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Education,0.009125748037848477,3,-0.009709799595991749,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_7_1,Channel_7,2020-12-11 00:00:00+00:00,10361,717,12,AU,CH_0007,2022-01-29 00:00:00+00:00,3,Education,False,,False,0,0,0,5,Night (0-6),414.0,>1y,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Education,0.009125748037848477,3,-0.009709799595991749,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_7_2,Channel_7,2020-12-11 00:00:00+00:00,10361,717,12,AU,CH_0007,2022-07-05 00:00:00+00:00,4,Education,False,,False,0,0,0,1,Night (0-6),571.0,>1y,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Education,0.009125748037848477,3,-0.009709799595991749,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_7_3,Channel_7,2020-12-11 00:00:00+00:00,10361,717,12,AU,CH_0007,2020-12-19 00:00:00+00:00,4,Education,False,,False,0,0,0,5,Night (0-6),8.0,1w-1m,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Education,0.0026590285007185815,3,-0.029109958207381437,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_7_4,Channel_7,2020-12-11 00:00:00+00:00,10361,717,12,AU,CH_0007,2022-10-14 00:00:00+00:00,1,Education,False,,False,0,0,0,4,Night (0-6),672.0,>1y,1,1,101-1k,11-50,0,1,0,0,2,Medium,1,1,Education,0.009125748037848477,3,-0.009709799595991749,0.022050561482582925,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_8_0,Channel_8,2022-08-25 00:00:00+00:00,8691,1538,55,FR,CH_0008,2023-07-28 00:00:00+00:00,3,Gaming,False,,False,0,0,0,4,Night (0-6),337.0,3m-1y,1,2-5,1k-10k,51-100,0,1,0,0,2,Medium,1,1,Gaming,0.01501412338415128,3,0.016037337679643826,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_8_1,Channel_8,2022-08-25 00:00:00+00:00,8691,1538,55,FR,CH_0008,2024-03-26 00:00:00+00:00,1,Gaming,False,,False,0,0,0,1,Night (0-6),579.0,>1y,1,1,1k-10k,51-100,0,1,0,0,2,Medium,1,1,Gaming,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_8_2,Channel_8,2022-08-25 00:00:00+00:00,8691,1538,55,FR,CH_0008,2025-02-25 00:00:00+00:00,3,Gaming,False,,False,0,0,0,1,Night (0-6),915.0,>1y,1,2-5,1k-10k,51-100,0,1,0,0,2,Medium,1,1,Gaming,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_8_3,Channel_8,2022-08-25 00:00:00+00:00,8691,1538,55,FR,CH_0008,2024-07-12 00:00:00+00:00,0,Gaming,False,,False,0,0,0,4,Night (0-6),687.0,>1y,0,0,1k-10k,51-100,0,1,0,0,2,Medium,1,1,Gaming,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_8_4,Channel_8,2022-08-25 00:00:00+00:00,8691,1538,55,FR,CH_0008,2025-01-23 00:00:00+00:00,2,Gaming,False,,False,0,0,0,3,Night (0-6),882.0,>1y,1,2-5,1k-10k,51-100,0,1,0,0,2,Medium,1,1,Gaming,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_9_0,Channel_9,2020-08-17 00:00:00+00:00,9973,499,111,UK,CH_0009,2021-11-12 00:00:00+00:00,1,Education,True,Some description,False,0,0,0,4,Night (0-6),452.0,>1y,1,1,101-1k,101-500,0,1,1,0,3,High,1,1,Education,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_9_1,Channel_9,2020-08-17 00:00:00+00:00,9973,499,111,UK,CH_0009,2022-01-14 00:00:00+00:00,0,Education,True,Some description,False,0,0,0,4,Night (0-6),515.0,>1y,0,0,101-1k,101-500,0,1,1,0,3,High,1,1,Education,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_9_2,Channel_9,2020-08-17 00:00:00+00:00,9973,499,111,UK,CH_0009,2020-10-04 00:00:00+00:00,0,Education,True,Some description,False,0,0,0,6,Night (0-6),48.0,1-3m,0,0,101-1k,101-500,0,1,1,0,3,High,1,1,Education,0.01686998236705685,3,0.03399008321709901,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,1,1
VID_9_3,Channel_9,2020-08-17 00:00:00+00:00,9973,499,111,UK,CH_0009,2021-02-04 00:00:00+00:00,4,Education,True,Some description,False,0,0,0,3,Night (0-6),171.0,3m-1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Education,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_9_4,Channel_9,2020-08-17 00:00:00+00:00,9973,499,111,UK,CH_0009,2021-05-23 00:00:00+00:00,2,Education,True,Some description,False,0,0,0,6,Night (0-6),279.0,3m-1y,1,2-5,101-1k,101-500,0,1,1,0,3,High,1,1,Education,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_10_0,Channel_10,2021-11-30 00:00:00+00:00,4862,1917,17,,CH_0010,2023-12-04 00:00:00+00:00,2,Gaming,True,Some description,False,0,0,0,0,Night (0-6),734.0,>1y,1,2-5,1k-10k,11-50,0,0,1,0,2,Medium,1,1,Gaming,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_10_1,Channel_10,2021-11-30 00:00:00+00:00,4862,1917,17,,CH_0010,2023-08-17 00:00:00+00:00,2,Gaming,True,Some description,False,0,0,0,3,Night (0-6),625.0,>1y,1,2-5,1k-10k,11-50,0,0,1,0,2,Medium,1,1,Gaming,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_10_2,Channel_10,2021-11-30 00:00:00+00:00,4862,1917,17,,CH_0010,2022-05-03 00:00:00+00:00,1,Gaming,True,Some description,False,0,0,0,1,Night (0-6),154.0,3m-1y,1,1,1k-10k,11-50,0,0,1,0,2,Medium,1,1,Gaming,0.01501412338415128,3,0.016037337679643826,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_10_3,Channel_10,2021-11-30 00:00:00+00:00,4862,1917,17,,CH_0010,2022-03-13 00:00:00+00:00,3,Gaming,True,Some description,False,0,0,0,6,Night (0-6),103.0,3m-1y,1,2-5,1k-10k,11-50,0,0,1,0,2,Medium,1,1,Gaming,0.01501412338415128,3,0.016037337679643826,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_10_4,Channel_10,2021-11-30 00:00:00+00:00,4862,1917,17,,CH_0010,2023-12-28 00:00:00+00:00,1,Gaming,True,Some description,False,0,0,0,3,Night (0-6),758.0,>1y,1,1,1k-10k,11-50,0,0,1,0,2,Medium,1,1,Gaming,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_11_0,Channel_11,2021-02-11 00:00:00+00:00,6961,2444,35,DE,CH_0011,2023-10-10 00:00:00+00:00,1,Sports,True,Some description,True,0,0,0,1,Night (0-6),971.0,>1y,1,1,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_11_1,Channel_11,2021-02-11 00:00:00+00:00,6961,2444,35,DE,CH_0011,2022-01-30 00:00:00+00:00,0,Sports,True,Some description,True,0,0,0,6,Night (0-6),353.0,3m-1y,0,0,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.01501412338415128,3,0.016037337679643826,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_11_2,Channel_11,2021-02-11 00:00:00+00:00,6961,2444,35,DE,CH_0011,2023-02-07 00:00:00+00:00,2,Sports,True,Some description,True,0,0,0,1,Night (0-6),726.0,>1y,1,2-5,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_11_3,Channel_11,2021-02-11 00:00:00+00:00,6961,2444,35,DE,CH_0011,2021-08-19 00:00:00+00:00,2,Sports,True,Some description,True,0,0,0,3,Night (0-6),189.0,3m-1y,1,2-5,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.01501412338415128,3,0.016037337679643826,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_11_4,Channel_11,2021-02-11 00:00:00+00:00,6961,2444,35,DE,CH_0011,2023-01-03 00:00:00+00:00,0,Sports,True,Some description,True,0,0,0,1,Night (0-6),691.0,>1y,0,0,1k-10k,11-50,0,1,1,1,2,Medium,1,1,Sports,0.006431744292272755,3,-0.009709799595991749,0.013968550245855759,0.015036482226954256,0.0,0.0,0.0,1,0,0,0
VID_12_0,Channel_12,2022-02-21 00:00:00+00:00,7386,446,6,DE,CH_0012,2024-07-16 00:00:00+00:00,0,Education,True,Some description,False,1,1,0,1,Night (0-6),876.0,>1y,0,0,101-1k,1-10,0,1,1,0,3,High,1,1,Education,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_12_1,Channel_12,2022-02-21 00:00:00+00:00,7386,446,6,DE,CH_0012,2023-02-05 00:00:00+00:00,0,Education,True,Some description,False,0,1,0,6,Night (0-6),349.0,3m-1y,0,0,101-1k,1-10,0,1,1,0,3,High,1,1,Education,0.010885733854571788,3,0.016037337679643826,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_12_2,Channel_12,2022-02-21 00:00:00+00:00,7386,446,6,DE,CH_0012,2024-05-23 00:00:00+00:00,0,Education,True,Some description,False,1,1,0,3,Night (0-6),822.0,>1y,0,0,101-1k,1-10,0,1,1,0,3,High,1,1,Education,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_12_3,Channel_12,2022-02-21 00:00:00+00:00,7386,446,6,DE,CH_0012,2023-12-08 00:00:00+00:00,0,Education,True,Some description,False,0,1,0,4,Night (0-6),655.0,>1y,0,0,101-1k,1-10,0,1,1,0,3,High,1,1,Education,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_12_4,Channel_12,2022-02-21 00:00:00+00:00,7386,446,6,DE,CH_0012,2023-11-18 00:00:00+00:00,0,Education,True,Some description,False,0,1,0,5,Night (0-6),635.0,>1y,0,0,101-1k,1-10,0,1,1,0,3,High,1,1,Education,0.002303354762693263,3,-0.009709799595991749,0.022050561482582925,-0.005430697598511388,0.0,0.0,0.0,1,0,0,0
VID_13_0,Channel_13,2021-10-20 00:00:00+00:00,5779,1585,15,,CH_0013,2022-11-16 00:00:00+00:00,1,Sports,True,Some description,True,0,0,0,2,Night (0-6),392.0,>1y,1,1,1k-10k,11-50,0,0,1,1,1,Low,1,1,Sports,-0.006019395997101096,3,-0.009709799595991749,0.013968550245855759,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
VID_13_1,Channel_13,2021-10-20 00:00:00+00:00,5779,1585,15,,CH_0013,2023-07-15 00:00:00+00:00,1,Sports,True,Some description,True,0,0,0,5,Night (0-6),633.0,>1y,1,1,1k-10k,11-50,0,0,1,1,1,Low,1,1,Sports,-0.006019395997101096,3,-0.009709799595991749,0.013968550245855759,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
VID_13_2,Channel_13,2021-10-20 00:00:00+00:00,5779,1585,15,,CH_0013,2023-07-19 00:00:00+00:00,0,Sports,True,Some description,True,0,0,0,2,Night (0-6),637.0,>1y,0,0,1k-10k,11-50,0,0,1,1,1,Low,1,1,Sports,-0.006019395997101096,3,-0.009709799595991749,0.013968550245855759,-0.022316938641167294,0.0,0.0,0.0,1,0,0,0
