videoID,channelID,channelTitle,channelDate,channelViewCount,channelSubscriberCount,channelVideoCount,channelCountry,commentDate,commentLikeCount,videoGenre,hasDescription,channelDescription,defaultProfilePic,isDuplicateComment,label,comment_hour,comment_dayofweek,time_of_day,account_age_days,account_age_bin,has_likes,likes_bin,subscriber_bin,video_count_bin,is_duplicate,has_country,has_description,has_default_pic,profile_complete_score,profile_complete_bin,comments_per_video,comments_per_video_bin,genre_group,pros_anomaly_score,num_features_used,account_age_bin_score,subscriber_bin_score,profile_complete_bin_score,time_of_day_score,is_duplicate_score,comments_per_video_bin_score,iso_forest_score,iso_forest_anomaly,pros_anomaly_binary,pros_pred,iso_pred
VID_3_3,CH_0003,Channel_3,2022-09-22 00:00:00+00:00,926,911,127,,2022-11-23 00:00:00+00:00,4,Howto & Style,True,Some description,False,0,0,0,2,Night (0-6),62.0,1-3m,1,2-5,101-1k,101-500,0,0,1,0,2,Medium,1,1,Howto & Style,-0.0015728715729114585,3,-0.012489170539570082,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,0,0
VID_3_4,CH_0003,Channel_3,2022-09-22 00:00:00+00:00,926,911,127,,2023-05-10 00:00:00+00:00,4,Howto & Style,True,Some description,False,0,0,0,2,Night (0-6),230.0,3m-1y,1,2-5,101-1k,101-500,0,0,1,0,2,Medium,1,1,Howto & Style,0.0009150872005440292,3,-0.005025294219203619,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,0,0
VID_4_0,CH_0004,Channel_4,2021-05-17 00:00:00+00:00,13078,372,19,FR,2023-02-18 00:00:00+00:00,4,Howto & Style,False,,False,0,0,0,5,Night (0-6),642.0,>1y,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_4_1,CH_0004,Channel_4,2021-05-17 00:00:00+00:00,13078,372,19,FR,2021-05-31 00:00:00+00:00,0,Howto & Style,False,,False,0,0,0,0,Night (0-6),14.0,1w-1m,0,0,101-1k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.004045438779731961,3,0.004365760518360175,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_4_2,CH_0004,Channel_4,2021-05-17 00:00:00+00:00,13078,372,19,FR,2023-10-25 00:00:00+00:00,0,Howto & Style,False,,False,0,0,0,2,Night (0-6),891.0,>1y,0,0,101-1k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_4_3,CH_0004,Channel_4,2021-05-17 00:00:00+00:00,13078,372,19,FR,2022-12-12 00:00:00+00:00,4,Howto & Style,False,,False,0,0,0,0,Night (0-6),574.0,>1y,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_4_4,CH_0004,Channel_4,2021-05-17 00:00:00+00:00,13078,372,19,FR,2022-01-02 00:00:00+00:00,2,Howto & Style,False,,False,0,0,0,6,Night (0-6),230.0,3m-1y,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Howto & Style,0.0009150872005440292,3,-0.005025294219203619,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,0,0
VID_5_0,CH_0005,Channel_5,2023-03-29 00:00:00+00:00,21241,913,59,UK,2024-12-07 00:00:00+00:00,2,Sports,False,,False,0,0,0,5,Night (0-6),619.0,>1y,1,2-5,101-1k,51-100,0,1,0,0,2,Medium,1,1,Sports,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_5_1,CH_0005,Channel_5,2023-03-29 00:00:00+00:00,21241,913,59,UK,2024-08-15 00:00:00+00:00,0,Sports,False,,False,0,0,0,3,Night (0-6),505.0,>1y,0,0,101-1k,51-100,0,1,0,0,2,Medium,1,1,Sports,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_5_2,CH_0005,Channel_5,2023-03-29 00:00:00+00:00,21241,913,59,UK,2024-07-13 00:00:00+00:00,1,Sports,False,,False,0,0,0,5,Night (0-6),472.0,>1y,1,1,101-1k,51-100,0,1,0,0,2,Medium,1,1,Sports,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_5_3,CH_0005,Channel_5,2023-03-29 00:00:00+00:00,21241,913,59,UK,2024-04-08 00:00:00+00:00,1,Sports,False,,False,0,0,0,0,Night (0-6),376.0,>1y,1,1,101-1k,51-100,0,1,0,0,2,Medium,1,1,Sports,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_5_4,CH_0005,Channel_5,2023-03-29 00:00:00+00:00,21241,913,59,UK,2025-11-25 00:00:00+00:00,1,Sports,False,,False,0,0,0,1,Night (0-6),972.0,>1y,1,1,101-1k,51-100,0,1,0,0,2,Medium,1,1,Sports,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_6_0,CH_0006,Channel_6,2021-10-10 00:00:00+00:00,3139,663,58,,2024-01-17 00:00:00+00:00,3,Entertainment,True,Some description,True,0,0,0,2,Night (0-6),829.0,>1y,1,2-5,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,-0.0020423361462539574,3,0.0041405634383489785,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_6_1,CH_0006,Channel_6,2021-10-10 00:00:00+00:00,3139,663,58,,2022-01-30 00:00:00+00:00,2,Entertainment,True,Some description,True,0,0,0,6,Night (0-6),112.0,3m-1y,1,2-5,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,-0.005097622032104823,3,-0.005025294219203619,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_6_2,CH_0006,Channel_6,2021-10-10 00:00:00+00:00,3139,663,58,,2021-10-11 00:00:00+00:00,1,Entertainment,True,Some description,True,0,0,0,0,Night (0-6),1.0,<1d,1,1,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,-0.020165142119423732,3,-0.05022785448116034,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_6_3,CH_0006,Channel_6,2021-10-10 00:00:00+00:00,3139,663,58,,2024-07-02 00:00:00+00:00,3,Entertainment,True,Some description,True,0,0,0,1,Night (0-6),996.0,>1y,1,2-5,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,-0.0020423361462539574,3,0.0041405634383489785,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_6_4,CH_0006,Channel_6,2021-10-10 00:00:00+00:00,3139,663,58,,2023-10-09 00:00:00+00:00,3,Entertainment,True,Some description,True,0,0,0,0,Night (0-6),729.0,>1y,1,2-5,101-1k,51-100,0,0,1,1,1,Low,1,1,Entertainment,-0.0020423361462539574,3,0.0041405634383489785,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_7_0,CH_0007,Channel_7,2020-05-02 00:00:00+00:00,6354,277,81,UK,2020-11-04 00:00:00+00:00,0,Entertainment,True,Some description,False,1,1,0,2,Night (0-6),186.0,3m-1y,0,0,101-1k,51-100,0,1,1,0,3,High,1,1,Entertainment,-0.002754160538982728,3,-0.005025294219203619,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_7_1,CH_0007,Channel_7,2020-05-02 00:00:00+00:00,6354,277,81,UK,2021-04-15 00:00:00+00:00,0,Entertainment,True,Some description,False,0,1,0,3,Night (0-6),348.0,3m-1y,0,0,101-1k,51-100,0,1,1,0,3,High,1,1,Entertainment,-0.002754160538982728,3,-0.005025294219203619,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_7_2,CH_0007,Channel_7,2020-05-02 00:00:00+00:00,6354,277,81,UK,2022-06-04 00:00:00+00:00,0,Entertainment,True,Some description,False,0,1,0,5,Night (0-6),763.0,>1y,0,0,101-1k,51-100,0,1,1,0,3,High,1,1,Entertainment,0.0003011253468681377,3,0.0041405634383489785,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_7_3,CH_0007,Channel_7,2020-05-02 00:00:00+00:00,6354,277,81,UK,2021-06-08 00:00:00+00:00,0,Entertainment,True,Some description,False,0,1,0,1,Night (0-6),402.0,>1y,0,0,101-1k,51-100,0,1,1,0,3,High,1,1,Entertainment,0.0003011253468681377,3,0.0041405634383489785,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_7_4,CH_0007,Channel_7,2020-05-02 00:00:00+00:00,6354,277,81,UK,2021-09-24 00:00:00+00:00,0,Entertainment,True,Some description,False,1,1,0,4,Night (0-6),510.0,>1y,0,0,101-1k,51-100,0,1,1,0,3,High,1,1,Entertainment,0.0003011253468681377,3,0.0041405634383489785,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_8_0,CH_0008,Channel_8,2022-05-13 00:00:00+00:00,5067,101,141,,2024-12-13 00:00:00+00:00,4,News & Politics,False,,True,0,0,0,4,Night (0-6),945.0,>1y,1,2-5,101-1k,101-500,0,0,0,1,0,None,1,1,News & Politics,-0.053931021170839394,3,0.0041405634383489785,-0.000900991108640153,-0.165032635842227,0.0,0.0,0.0,1,0,0,0,0
VID_8_1,CH_0008,Channel_8,2022-05-13 00:00:00+00:00,5067,101,141,,2023-12-05 00:00:00+00:00,4,News & Politics,False,,True,0,0,0,1,Night (0-6),571.0,>1y,1,2-5,101-1k,101-500,0,0,0,1,0,None,1,1,News & Politics,-0.053931021170839394,3,0.0041405634383489785,-0.000900991108640153,-0.165032635842227,0.0,0.0,0.0,1,0,0,0,0
VID_8_2,CH_0008,Channel_8,2022-05-13 00:00:00+00:00,5067,101,141,,2022-05-21 00:00:00+00:00,4,News & Politics,False,,True,0,0,0,5,Night (0-6),8.0,1w-1m,1,2-5,101-1k,101-500,0,0,0,1,0,None,1,1,News & Politics,-0.053855955477502326,3,0.004365760518360175,-0.000900991108640153,-0.165032635842227,0.0,0.0,0.0,1,0,0,0,0
VID_8_3,CH_0008,Channel_8,2022-05-13 00:00:00+00:00,5067,101,141,,2024-03-15 00:00:00+00:00,1,News & Politics,False,,True,0,0,0,4,Night (0-6),672.0,>1y,1,1,101-1k,101-500,0,0,0,1,0,None,1,1,News & Politics,-0.053931021170839394,3,0.0041405634383489785,-0.000900991108640153,-0.165032635842227,0.0,0.0,0.0,1,0,0,0,0
VID_8_4,CH_0008,Channel_8,2022-05-13 00:00:00+00:00,5067,101,141,,2025-01-04 00:00:00+00:00,3,News & Politics,False,,True,0,0,0,5,Night (0-6),967.0,>1y,1,2-5,101-1k,101-500,0,0,0,1,0,None,1,1,News & Politics,-0.053931021170839394,3,0.0041405634383489785,-0.000900991108640153,-0.165032635842227,0.0,0.0,0.0,1,0,0,0,0
VID_9_0,CH_0009,Channel_9,2020-04-08 00:00:00+00:00,3643,3636,16,UK,2021-11-08 00:00:00+00:00,0,Entertainment,True,Some description,False,1,1,0,0,Night (0-6),579.0,>1y,0,0,1k-10k,11-50,0,1,1,0,3,High,1,1,Entertainment,0.0010363603461712825,3,0.0041405634383489785,0.0013047138892692814,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_9_1,CH_0009,Channel_9,2020-04-08 00:00:00+00:00,3643,3636,16,UK,2021-01-09 00:00:00+00:00,0,Entertainment,True,Some description,False,1,1,0,5,Night (0-6),276.0,3m-1y,0,0,1k-10k,11-50,0,1,1,0,3,High,1,1,Entertainment,-0.0020189255396795835,3,-0.005025294219203619,0.0013047138892692814,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_9_2,CH_0009,Channel_9,2020-04-08 00:00:00+00:00,3643,3636,16,UK,2021-08-24 00:00:00+00:00,0,Entertainment,True,Some description,False,0,1,0,1,Night (0-6),503.0,>1y,0,0,1k-10k,11-50,0,1,1,0,3,High,1,1,Entertainment,0.0010363603461712825,3,0.0041405634383489785,0.0013047138892692814,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_9_3,CH_0009,Channel_9,2020-04-08 00:00:00+00:00,3643,3636,16,UK,2020-08-20 00:00:00+00:00,0,Entertainment,True,Some description,False,0,1,0,3,Night (0-6),134.0,3m-1y,0,0,1k-10k,11-50,0,1,1,0,3,High,1,1,Entertainment,-0.0020189255396795835,3,-0.005025294219203619,0.0013047138892692814,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_9_4,CH_0009,Channel_9,2020-04-08 00:00:00+00:00,3643,3636,16,UK,2022-01-07 00:00:00+00:00,0,Entertainment,True,Some description,False,0,1,0,4,Night (0-6),639.0,>1y,0,0,1k-10k,11-50,0,1,1,0,3,High,1,1,Entertainment,0.0010363603461712825,3,0.0041405634383489785,0.0013047138892692814,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_10_0,CH_0010,Channel_10,2021-04-04 00:00:00+00:00,2882,710,50,FR,2021-04-30 00:00:00+00:00,3,Sports,False,,False,0,0,0,4,Night (0-6),26.0,1w-1m,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Sports,0.004045438779731961,3,0.004365760518360175,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_10_1,CH_0010,Channel_10,2021-04-04 00:00:00+00:00,2882,710,50,FR,2022-06-30 00:00:00+00:00,1,Sports,False,,False,0,0,0,3,Night (0-6),452.0,>1y,1,1,101-1k,11-50,0,1,0,0,2,Medium,1,1,Sports,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_10_2,CH_0010,Channel_10,2021-04-04 00:00:00+00:00,2882,710,50,FR,2022-09-01 00:00:00+00:00,0,Sports,False,,False,0,0,0,3,Night (0-6),515.0,>1y,0,0,101-1k,11-50,0,1,0,0,2,Medium,1,1,Sports,0.003970373086394895,3,0.0041405634383489785,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,1,0
VID_10_3,CH_0010,Channel_10,2021-04-04 00:00:00+00:00,2882,710,50,FR,2021-05-22 00:00:00+00:00,0,Sports,False,,False,0,0,0,5,Night (0-6),48.0,1-3m,0,0,101-1k,11-50,0,1,0,0,2,Medium,1,1,Sports,-0.0015728715729114585,3,-0.012489170539570082,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,0,0
VID_10_4,CH_0010,Channel_10,2021-04-04 00:00:00+00:00,2882,710,50,FR,2021-09-22 00:00:00+00:00,4,Sports,False,,False,0,0,0,2,Night (0-6),171.0,3m-1y,1,2-5,101-1k,11-50,0,1,0,0,2,Medium,1,1,Sports,0.0009150872005440292,3,-0.005025294219203619,-0.000900991108640153,0.00867154692947586,0.0,0.0,0.0,1,0,0,0,0
VID_11_0,CH_0011,Channel_11,2020-10-06 00:00:00+00:00,8493,401,40,AU,2021-03-15 00:00:00+00:00,0,Howto & Style,False,,True,1,1,0,0,Night (0-6),160.0,3m-1y,0,0,101-1k,11-50,0,1,0,1,1,Low,1,1,Howto & Style,-0.005097622032104823,3,-0.005025294219203619,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_11_1,CH_0011,Channel_11,2020-10-06 00:00:00+00:00,8493,401,40,AU,2021-02-10 00:00:00+00:00,0,Howto & Style,False,,True,1,1,0,2,Night (0-6),127.0,3m-1y,0,0,101-1k,11-50,0,1,0,1,1,Low,1,1,Howto & Style,-0.005097622032104823,3,-0.005025294219203619,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_11_2,CH_0011,Channel_11,2020-10-06 00:00:00+00:00,8493,401,40,AU,2022-10-10 00:00:00+00:00,0,Howto & Style,False,,True,0,1,0,0,Night (0-6),734.0,>1y,0,0,101-1k,11-50,0,1,0,1,1,Low,1,1,Howto & Style,-0.0020423361462539574,3,0.0041405634383489785,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_11_3,CH_0011,Channel_11,2020-10-06 00:00:00+00:00,8493,401,40,AU,2021-08-24 00:00:00+00:00,0,Howto & Style,False,,True,0,1,0,1,Night (0-6),322.0,3m-1y,0,0,101-1k,11-50,0,1,0,1,1,Low,1,1,Howto & Style,-0.005097622032104823,3,-0.005025294219203619,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_11_4,CH_0011,Channel_11,2020-10-06 00:00:00+00:00,8493,401,40,AU,2022-12-06 00:00:00+00:00,0,Howto & Style,False,,True,1,1,0,1,Night (0-6),791.0,>1y,0,0,101-1k,11-50,0,1,0,1,1,Low,1,1,Howto & Style,-0.0020423361462539574,3,0.0041405634383489785,-0.000900991108640153,-0.009366580768470698,0.0,0.0,0.0,1,0,0,0,0
VID_12_0,CH_0012,Channel_12,2022-05-03 00:00:00+00:00,3499,444,14,UK,2022-06-10 00:00:00+00:00,5,Music,True,Some description,False,0,0,0,4,Night (0-6),38.0,1-3m,1,2-5,101-1k,11-50,0,1,1,0,3,High,1,1,Music,-0.005242119312438215,3,-0.012489170539570082,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_12_1,CH_0012,Channel_12,2022-05-03 00:00:00+00:00,3499,444,14,UK,2024-08-04 00:00:00+00:00,1,Music,True,Some description,False,0,0,0,6,Night (0-6),824.0,>1y,1,1,101-1k,11-50,0,1,1,0,3,High,1,1,Music,0.0003011253468681377,3,0.0041405634383489785,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_12_2,CH_0012,Channel_12,2022-05-03 00:00:00+00:00,3499,444,14,UK,2024-06-16 00:00:00+00:00,4,Music,True,Some description,False,0,0,0,6,Night (0-6),775.0,>1y,1,2-5,101-1k,11-50,0,1,1,0,3,High,1,1,Music,0.0003011253468681377,3,0.0041405634383489785,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_12_3,CH_0012,Channel_12,2022-05-03 00:00:00+00:00,3499,444,14,UK,2024-08-13 00:00:00+00:00,2,Music,True,Some description,False,0,0,0,1,Night (0-6),833.0,>1y,1,2-5,101-1k,11-50,0,1,1,0,3,High,1,1,Music,0.0003011253468681377,3,0.0041405634383489785,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_12_4,CH_0012,Channel_12,2022-05-03 00:00:00+00:00,3499,444,14,UK,2024-03-30 00:00:00+00:00,2,Music,True,Some description,False,0,0,0,5,Night (0-6),697.0,>1y,1,2-5,101-1k,11-50,0,1,1,0,3,High,1,1,Music,0.0003011253468681377,3,0.0041405634383489785,-0.000900991108640153,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
VID_13_0,CH_0013,Channel_13,2020-10-31 00:00:00+00:00,4465,38,86,AU,2020-11-04 00:00:00+00:00,0,News & Politics,True,Some description,False,1,1,0,2,Night (0-6),4.0,1-7d,0,0,1-100,51-100,0,1,1,0,3,High,1,1,News & Politics,-0.0376064849016933,3,-0.11108460653434657,0.0006013481183710765,-0.0023361962891044123,0.0,0.0,0.0,1,0,0,0,0
